Text,StrTime,User,MessageType,Sentiment,Confidence,Positive_Prob,Negative_Prob
是真的什么意义都没,2021-11-10 22:08:43,Matteo,text,0,0.998367,0.000734698,0.999265
一次性消耗品👍🏽,2021-11-10 22:09:17,R,text,0,0.135123,0.389194,0.610806
要是不给过,2021-11-10 22:11:09,Matteo,text,0,0.982288,0.00797048,0.992029
就更尴尬了,2021-11-10 22:11:14,Matteo,text,0,0.99546,0.00204315,0.997957
去年我们大创,2021-11-10 22:11:23,Matteo,text,2,0.965384,0.984423,0.0155771
没过？,2021-11-10 22:11:37,R,text,0,0.995661,0.00195254,0.998047
同一个指导老师的那个组就没有过,2021-11-10 22:11:40,Matteo,text,0,0.906634,0.0420148,0.957985
但是我们过了,2021-11-10 22:11:46,Matteo,text,2,0.393153,0.726919,0.273081
一般还好吧,2021-11-10 22:11:55,R,text,0,0.182438,0.367903,0.632097
你们有没有什么奖啊或者一点点实践,2021-11-10 22:12:17,R,text,0,0.9762,0.01071,0.98929
没有,2021-11-10 22:12:30,Matteo,text,0,0.919235,0.0363442,0.963656
单纯我们的那个等级低,2021-11-10 22:12:42,Matteo,text,0,0.949133,0.0228902,0.97711
好混,2021-11-10 22:12:45,Matteo,text,0,0.752915,0.111188,0.888812
okay,2021-11-10 22:12:56,R,text,2,0.991958,0.996381,0.00361905
感觉只要分析到位了,2021-11-10 22:13:04,R,text,2,0.984573,0.993058,0.00694214
一般没事的,2021-11-10 22:13:13,R,text,2,0.0822923,0.587032,0.412968
他们那个数据有问题,2021-11-10 22:13:22,Matteo,text,0,0.98878,0.00504915,0.994951
明显吗,2021-11-10 22:13:37,R,text,0,0.957315,0.0192083,0.980792
当场被评审给指出来了,2021-11-10 22:13:39,Matteo,text,0,0.976733,0.0104702,0.98953
但其实是通过我们的项目看出来的,2021-11-10 22:13:54,Matteo,text,2,0.756733,0.89053,0.10947
一开始说的是我们的有问题,2021-11-10 22:14:05,Matteo,text,0,0.864495,0.0609771,0.939023
哈哈哈哈哈哈,2021-11-10 22:14:06,R,text,2,0.914082,0.961337,0.0386631
然后我大一室友直接说,2021-11-10 22:14:15,Matteo,text,2,0.811329,0.915098,0.0849018
我们是拿他们的数据做的,2021-11-10 22:14:24,Matteo,text,2,0.165119,0.624303,0.375697
"""房呈祥2"" 撤回了一条消息",2021-11-10 22:14:31,Matteo,text,0,0.917058,0.0373238,0.962676
决杀了直接,2021-11-10 22:14:40,Matteo,text,1,0.59312,0.479656,0.520344
？卧槽,2021-11-10 22:14:49,R,text,0,0.999977,1.03958e-05,0.99999
好精彩,2021-11-10 22:14:52,R,text,2,0.999848,0.999931,6.86465e-05
因为是同一个项目,2021-11-10 22:14:59,Matteo,text,2,0.478379,0.76527,0.23473
分成了两个部分了,2021-11-10 22:15:14,Matteo,text,0,0.953106,0.0211021,0.978898
还可以这样,2021-11-10 22:16:08,R,text,2,0.924122,0.965855,0.0341453
反正我就做了个文献综述和ppt,2021-11-10 22:16:28,Matteo,text,0,0.996938,0.00137779,0.998622
剩下的纯躺,2021-11-10 22:16:37,Matteo,text,2,0.191045,0.63597,0.36403
哈哈哈哈哈哈哈哈卧槽,2021-11-10 22:17:34,R,text,2,0.145777,0.6156,0.384401
好耶,2021-11-10 22:17:36,R,text,2,0.998389,0.999275,0.000725
去年也是差不多半个月做完的,2021-11-10 22:18:14,Matteo,text,2,0.94942,0.977239,0.0227608
今年还是这样,2021-11-10 22:18:19,Matteo,text,2,0.0566753,0.575504,0.424496
我们是每次立项就做了一堆,2021-11-10 22:27:33,R,text,2,0.909127,0.959107,0.040893
后面就缝缝补补,2021-11-10 22:27:38,R,text,0,0.328275,0.302276,0.697724
我假装我做了一个扎根分析,2021-11-10 22:28:01,Matteo,text,0,0.935343,0.0290955,0.970905
其实我没有,2021-11-10 22:28:07,Matteo,text,0,0.871081,0.0580137,0.941986
哈哈哈哈哈哈哈哈哈哈,2021-11-10 22:28:23,R,text,2,0.716816,0.872567,0.127433
哈哈哈哈哈哈哈哈哈哈,2021-11-10 22:28:25,R,text,2,0.716816,0.872567,0.127433
勉强让整个项目看起来丰富了一点,2021-11-10 22:28:26,Matteo,text,0,0.960957,0.0175694,0.982431
笑死了,2021-11-10 22:28:42,R,text,0,0.993812,0.00278472,0.997215
我们老师,2021-11-10 22:29:05,Matteo,text,2,0.998961,0.999532,0.000467532
周二最后笑着和我说了一句话,2021-11-10 22:29:21,Matteo,text,2,0.776119,0.899254,0.100746
下次要注意规范性,2021-11-10 22:29:30,Matteo,text,0,0.297239,0.316242,0.683758
[吃瓜],2021-11-10 22:29:33,Matteo,text,2,0.124598,0.606069,0.393931
[旺柴]看出来了？,2021-11-10 22:29:48,R,text,0,0.987556,0.00559978,0.9944
不知道,2021-11-10 22:29:55,Matteo,text,0,0.963392,0.0164735,0.983526
反正不让我交原始访谈记录,2021-11-10 22:30:26,Matteo,text,0,0.996628,0.00151758,0.998482
最多也只能判定是定性做不明白,2021-11-10 22:30:51,Matteo,text,0,0.999607,0.000176849,0.999823
[OK]没关系的 疯狂道歉,2021-11-10 22:31:18,R,text,2,0.326019,0.696709,0.303291
答辩答辩 疯狂道歉,2021-11-10 22:31:28,R,text,2,0.526085,0.786738,0.213262
笑死,2021-11-10 22:31:32,Matteo,text,0,0.984829,0.00682685,0.993173
还有,2021-11-10 22:31:36,R,text,2,0.889918,0.950463,0.0495368
把老师的话抢了,2021-11-10 22:31:44,R,text,0,0.847949,0.0684229,0.931577
但这个 因为balabala存在一定的不规范性实在是有点尴尬balabala,2021-11-10 22:32:13,R,text,0,0.655066,0.15522,0.84478
[旺柴],2021-11-10 22:32:15,R,text,0,0.572422,0.19241,0.80759
想起了那个遇到抢劫直接把钱掏出来的,2021-11-10 22:32:24,Matteo,text,0,0.998703,0.000583841,0.999416
哈哈哈哈哈哈哈哈哈,2021-11-10 22:32:30,R,text,2,0.911407,0.960133,0.039867
最好赶在一个事逼组后面,2021-11-10 22:32:45,R,text,0,0.557978,0.19891,0.80109
我上次答辩,2021-11-10 22:32:51,R,text,2,0.960628,0.982283,0.0177175
前面那个跟老师辩了十分钟,2021-11-10 22:33:06,R,text,0,0.465464,0.240541,0.759459
到我老师直接就可以可以挺好的 下次注意,2021-11-10 22:33:21,R,text,2,0.996597,0.998469,0.0015314
我就走了,2021-11-10 22:33:23,R,text,0,0.856277,0.0646754,0.935325
[旺柴],2021-11-10 22:33:25,R,text,0,0.572422,0.19241,0.80759
尽量赶在最后几组 饭点的时候,2021-11-10 22:33:41,R,text,2,0.157782,0.621002,0.378998
我们中午,2021-11-10 22:34:20,Matteo,text,2,0.905904,0.957657,0.042343
12:50开始,2021-11-10 22:34:25,Matteo,text,2,0.892715,0.951722,0.0482782
[抱拳],2021-11-10 22:34:35,R,text,2,0.997912,0.999061,0.000939497
那没事了,2021-11-10 22:34:39,R,text,2,0.478767,0.765445,0.234555
报告4分钟回答2分析,2021-11-10 22:34:43,Matteo,text,0,0.317718,0.307027,0.692973
[抱拳][抱拳][抱拳],2021-11-10 22:35:02,R,text,2,0.999855,0.999935,6.52608e-05
我答辩完有点激动 忘关麦克风说了声卧槽！,2021-11-10 22:35:24,R,text,2,0.548028,0.796613,0.203387
为什么你们还有麦克风,2021-11-10 22:38:29,Matteo,text,0,0.999332,0.000300374,0.9997
线上,2021-11-10 22:38:34,R,text,2,0.857244,0.93576,0.06424
那没事了,2021-11-10 22:38:45,Matteo,text,2,0.478767,0.765445,0.234555
我们疫情犯了,2021-11-10 22:38:47,R,text,0,0.731631,0.120766,0.879234
哈哈哈哈哈哈哈,2021-11-10 22:38:49,R,text,2,0.974361,0.988462,0.0115377
之前说要来我们学校开讲座的人,2021-11-10 22:39:32,Matteo,text,2,0.910865,0.959889,0.0401106
现在好像还在北京呆着,2021-11-10 22:39:43,Matteo,text,2,0.95121,0.978045,0.0219555
哈哈哈哈哈哈哈哈哈,2021-11-10 22:40:29,R,text,2,0.911407,0.960133,0.039867
草,2021-11-10 22:40:35,R,text,0,0.829521,0.0767157,0.923284
就是因为北京有一家去内蒙古回来发烧了,2021-11-10 22:40:47,R,text,2,0.39122,0.726049,0.273951
还邀请朋友来家里打麻将,2021-11-10 22:40:57,R,text,2,0.805153,0.912319,0.087681
然后就开始了,2021-11-10 22:41:02,R,text,0,0.199113,0.360399,0.639601
👍🏽,2021-11-10 22:41:07,R,text,1,0.0,0.0,0.0
妙啊,2021-11-10 22:41:10,Matteo,text,2,0.974547,0.988546,0.011454
唉,2021-11-11 00:20:36,Matteo,text,0,0.995556,0.00199998,0.998
答辩的都是社会学和哲学的,2021-11-11 00:20:48,Matteo,text,2,0.988043,0.994619,0.00538051
讲的东西看起来,2021-11-11 00:21:02,Matteo,text,2,0.902708,0.956219,0.0437815
看起来,2021-11-11 00:21:05,Matteo,text,2,0.971333,0.9871,0.0129004
我看不懂,2021-11-11 00:21:08,Matteo,text,0,0.92539,0.0335746,0.966425
说不定他们自己也不懂,2021-11-11 00:23:32,R,text,0,0.982513,0.00786904,0.992131
不知道,2021-11-11 00:23:36,Matteo,text,0,0.963392,0.0164735,0.983526
反正我是真不懂,2021-11-11 00:23:48,Matteo,text,0,0.996092,0.00175879,0.998241
就我题目就捞,2021-11-11 00:24:51,Matteo,text,0,0.703861,0.133263,0.866737
我晕了,2021-11-11 00:31:52,R,text,0,0.943798,0.0252911,0.974709
害,2021-11-11 00:32:00,R,text,0,0.999033,0.00043511,0.999565
老师喜欢一看就明明白白的题目,2021-11-11 00:32:08,R,text,2,0.978732,0.990429,0.0095706
可能对他们有专业背景的来说,2021-11-11 00:32:31,Matteo,text,2,0.258744,0.666435,0.333565
很明明白白吧,2021-11-11 00:32:38,Matteo,text,2,0.758188,0.891185,0.108815
之前我们某门课老师,2021-11-11 00:33:46,Matteo,text,2,0.93222,0.969499,0.0305012
就和我们说,2021-11-11 00:33:50,Matteo,text,2,0.522408,0.785083,0.214916
论文题目要有至少三个关键词,2021-11-11 00:34:03,Matteo,text,0,0.625599,0.16848,0.83152
三到五个最好,2021-11-11 00:34:19,Matteo,text,2,0.90758,0.958411,0.0415892
我同学上了,2021-11-11 00:36:24,Matteo,text,2,0.711979,0.870391,0.129609
终于听得懂了,2021-11-11 00:36:30,Matteo,text,2,0.995988,0.998195,0.0018053
哈哈哈哈哈哈哈哈哈,2021-11-11 00:40:44,R,text,2,0.911407,0.960133,0.039867
但是我感觉她做得很无聊,2021-11-11 00:41:14,Matteo,text,0,0.956838,0.019423,0.980577
主要也没啥创新,2021-11-11 00:41:25,Matteo,text,0,0.977474,0.0101366,0.989863
我记得我做的第一个大作业就是感知价值,2021-11-11 00:42:04,Matteo,text,2,0.987377,0.99432,0.00568018
但是我发现我不会写研究成果,2021-11-11 00:45:01,Matteo,text,0,0.541654,0.206256,0.793744
过了吗她,2021-11-11 00:45:10,R,text,0,0.650402,0.157319,0.842681
感觉他们都写得好好看,2021-11-11 00:45:15,Matteo,text,2,0.998215,0.999197,0.000803221
应该过了吧,2021-11-11 00:45:19,Matteo,text,0,0.372236,0.282494,0.717506
反正呈现出来的比我的好看,2021-11-11 00:45:45,Matteo,text,2,0.971739,0.987283,0.0127174
啥叫好好看啊,2021-11-11 00:45:49,R,text,2,0.998444,0.9993,0.000700413
就是能吹,2021-11-11 00:46:01,Matteo,text,0,0.357581,0.289089,0.710911
哈哈哈哈哈,2021-11-11 00:46:18,R,text,2,0.99747,0.998861,0.00113866
主要还是我自己的问题,2021-11-11 00:46:34,Matteo,text,0,0.201605,0.359278,0.640722
我一般都是找个相关的论文 套他的格式和语言,2021-11-11 00:46:37,R,text,2,0.909204,0.959142,0.0408583
选题把路给选窄了,2021-11-11 00:46:48,Matteo,text,0,0.943281,0.0255236,0.974476
我要是做赛事旅游就很有盼头,2021-11-11 00:47:12,Matteo,text,2,0.977788,0.990005,0.00999518
路走窄了,2021-11-11 00:47:13,R,text,0,0.470206,0.238407,0.761593
但是我当初和老师打完电话之后,2021-11-11 00:47:26,Matteo,text,2,0.788389,0.904775,0.0952249
脑袋一抽换了主题,2021-11-11 00:47:37,Matteo,text,0,0.674274,0.146577,0.853423
麻了,2021-11-11 00:47:55,Matteo,text,0,0.287256,0.320735,0.679265
我感觉崩了,2021-11-11 01:50:01,Matteo,text,0,0.698359,0.135738,0.864262
55,2021-11-11 01:50:10,Matteo,text,2,0.731363,0.879113,0.120887
啊 不是当场出结果吗,2021-11-11 01:50:16,R,text,0,0.982981,0.00765846,0.992342
不会吧,2021-11-11 01:50:21,R,text,0,0.981696,0.00823704,0.991763
不是,2021-11-11 01:50:26,Matteo,text,0,0.997108,0.00130154,0.998698
但是那老师说她看不太懂,2021-11-11 01:50:34,Matteo,text,2,0.513114,0.780901,0.219099
啊,2021-11-11 01:54:46,R,text,0,0.293254,0.318036,0.681964
这,2021-11-11 01:54:50,R,text,2,0.59523,0.817854,0.182146
emmm,2021-11-11 01:54:53,R,text,2,0.891777,0.9513,0.0487003
你道歉了吗,2021-11-11 01:54:56,R,text,0,0.999409,0.00026593,0.999734
没呢,2021-11-11 01:55:01,Matteo,text,0,0.980285,0.00887188,0.991128
最怕老师说不懂,2021-11-11 01:55:04,R,text,0,0.870411,0.0583149,0.941685
确实,2021-11-11 01:55:11,Matteo,text,2,0.483035,0.767366,0.232634
但是无所谓了,2021-11-11 01:55:20,Matteo,text,0,0.700743,0.134665,0.865335
都结束了,2021-11-11 01:55:40,R,text,2,0.876842,0.944579,0.0554209
你在干嘛,2021-11-11 01:55:51,R,text,0,0.994825,0.00232879,0.997671
有没有空,2021-11-11 01:56:32,R,text,0,0.471383,0.237877,0.762123
上课,2021-11-11 02:02:12,Matteo,text,2,0.536843,0.791579,0.208421
有空,2021-11-11 02:02:16,Matteo,text,2,0.974843,0.988679,0.0113209
帮我看看这个里面哪一小段话没用 可以被删掉,2021-11-11 02:02:53,R,text,0,0.987009,0.00584616,0.994154
这个是我申请国外大学写的申请书,2021-11-11 02:03:04,R,text,0,0.640565,0.161746,0.838254
我给你翻中文,2021-11-11 02:03:14,R,text,2,0.693266,0.86197,0.13803
好,2021-11-11 02:03:34,Matteo,text,2,0.998993,0.999547,0.000452987
"通过本科阶段的系统探索，我意识到不恰当的营销策略会像壁垒一样阻碍消费者购买自己想要的产品。例如，在购买汽车的过程中，经常会发生性别冲突，比如女性消费者不赞成偏向男性的促销策略。从这个意义上说，我对营销分析的方向非常感兴趣，通过它可以很好地挖掘消费者的习惯和需求，从而改进营销策略，优化消费者的购买体验，提升整个社会的幸福指数。在这个过程中，洞察消费者的痛点和数据研究的技能是必不可少的，我在本科阶段只接触到了皮毛。
我的专业是工商管理，我对市场动态非常敏感。在Marketing Management (96%)， Marketing Research (93%)， Brand Management (91%)， Customer Behaviour(91%)等课程中取得了优异的成绩，掌握了一套全面的营销理论。通过对运筹学(95%)、管理统计学(99%)、Python编程(93%)等定量课程的学习，以及对Stata、SPSS等数据处理软件的熟练掌握，能够有效地处理实际营销案例中涉及到的数据抓取和复杂计算。由于我到目前为止所取得的进步，我相信我已经建立了一个简单而完整的知识框架。
为了加深我的学术探索，我知道营销的发源地美国是首屈一指的。在加州大学伯克利分校的2020年夏季交换项目因COVID-19而遗憾地取消后，我接触了麻省理工斯隆学院张娟娟教授的在线课程，寻找另一个有启发性的项目，并合作撰写了一篇关于农夫山泉(中国著名饮用水品牌)成功的论文，并被EI收录。在用麦肯锡逻辑树和5W1H构建了明确的研究框架后，我很快意识到“农夫”这个名字的含义可能对它的营销成功起着重要的作用。因此，通过结合李克特量表和语义差异量表的进一步研究，我成功地确认了农夫山泉的创新营销方法，特别是它向公众传达自然和健康概念的有效推广。然而，由于公司的整体活动并没有得到广泛的认可，我有动机去思考未来的优化策略，比如给顾客更多带有“来自大自然的礼物”含义的优惠券，反映农民在营销上的简单和纯洁，以唤醒消费者对精神美的追求。",2021-11-11 02:03:35,R,text,2,0.412101,0.735445,0.264555
"在研究的成功激励下，我开始思考这些营销技巧在实践中是如何发挥作用的。在2020年的暑假，我去了快消行业的宝洁公司实习，那里是营销人员掌握基本营销技能的起点。我被指派研究雅顿的新产品:透明质酸神经酰胺胶囊的客户反馈。通过网络爬虫和基本的语义分析技能，我获得了772条来自线上旗舰店的有效评论，21,938条来自微博(中国最大的微博网站)的博客帖子，以及来自其他社区甚至个人购买体验的有效信息。在这个过程中，我加强了自己的数据分析能力，这对于更好的定位客户和精准的产品营销至关重要。后来，我继续在中证积累硬技能和软技能。我的作品，如注意二手市场的柠檬效应，不仅有助于优化营销策略，加大优质二手车的营销力度，建立论坛，减少信息不对称，也帮助消费者获得更高的性价比，缩小贫富差距。这些培养了我对数据的敏感性和对客户的洞察能力，这些都为我未来的职业生涯做好了准备，也让我意识到还有很多东西需要学习，比如建立统计模型，正确预测需求和趋势。因此，我对这个领域的热情比以往任何时候都强烈，我对未来职业追求的性质也比以往任何时候都明确。
毕业后，我希望在Ipsos、Kantar、Oliver Wyman等市场调查公司或Nestlé等快速消费品公司工作，积累经验。从长远来看，我希望能够担任总经理一职，帮助当地传统企业完成数字化转型和品牌复兴。当我的职业目标成为焦点时，正是您的市场营销理学硕士项目，使我能够根据我未来的工作来调整我的研究生学习。经过在网上的仔细研究，我被贵校严谨的课程所吸引，我将在未来的职业生涯中结合定量技能、市场理解和创造性的见解。在您的核心课程中，我特别期待学习市场分析和统计建模与决策，考虑到信息时代引入的分析框架和技能中存在的更有效营销的巨大潜力。除了核心课程，我还喜欢您的MBA选修课，如数字时代的品牌管理和数字颠覆与技术转型，以及哥伦比亚广播公司博士项目或哥伦比亚大学其他学院的选修课，如商业分析策略，通过它，我可以选择与我的兴趣和职业道路最相关的课程。此外，在贵校世界级教师的指导下，我将获得最前沿的营销信息和技能。具体来说，在学习了Oded Netzer的《市场研究》、《决策科学》、《电子商务》等论文后，我不仅希望能有机会与他探讨如何建立可靠的语义分析模型，获得更多启发式的观点，这也是我在之前的作品中所重视的部分。同时，他将创新成果运用到实践决策的方式也让我深受启发，这也是我未来想要致力于的方向。最后，作为澳门人，我为自己的开放心态感到自豪，并珍惜在纽约学习和生活的机会，以拥抱更多的机会，适应这个城市丰富多彩的文化。",2021-11-11 02:03:36,R,text,2,0.825388,0.921425,0.0785752
如果我有幸被贵校的优秀项目录取，我将与哥伦比亚大学的教授和同学们分享我的经历和澳门文化。,2021-11-11 02:03:37,R,text,2,0.934133,0.97036,0.02964
贴心的翻译,2021-11-11 02:03:51,Matteo,text,2,0.999655,0.999845,0.000155303
爱了,2021-11-11 02:03:55,Matteo,text,2,0.999705,0.999867,0.000132659
哈哈哈哈哈哈哈哈笑死,2021-11-11 02:04:32,R,text,2,0.625467,0.83146,0.16854
为什么你统计学这么高,2021-11-11 02:06:36,Matteo,text,0,0.996121,0.00174544,0.998255
我自卑了,2021-11-11 02:06:39,Matteo,text,2,0.214905,0.646707,0.353293
因为是疫情,2021-11-11 02:06:45,R,text,2,0.153301,0.618985,0.381015
上的网课,2021-11-11 02:06:49,R,text,2,0.387621,0.72443,0.27557
笑死了,2021-11-11 02:06:51,R,text,0,0.993812,0.00278472,0.997215
我就89,2021-11-11 02:06:56,Matteo,text,0,0.311586,0.309786,0.690214
我的概率论与数理统计,2021-11-11 02:07:01,R,text,2,0.706864,0.868089,0.131911
78好像,2021-11-11 02:07:05,R,text,2,0.850107,0.932548,0.0674518
我上学期就好好学了统计学,2021-11-11 02:07:12,Matteo,text,2,0.948133,0.97666,0.0233401
结果翘了半学期的市场营销反而96,2021-11-11 02:07:33,Matteo,text,0,0.99527,0.00212854,0.997871
要不是网课救我狗命 我真的完球了,2021-11-11 02:07:59,R,text,0,0.999414,0.000263588,0.999736
市场营销 yyds,2021-11-11 02:08:06,R,text,1,0.22445,0.538778,0.461222
麻了,2021-11-11 02:09:30,Matteo,text,0,0.287256,0.320735,0.679265
爬虫我到现在还是不会,2021-11-11 02:09:41,Matteo,text,0,0.970417,0.0133125,0.986688
我是废物,2021-11-11 02:09:49,Matteo,text,0,0.999327,0.000303014,0.999697
理直气壮,2021-11-11 02:09:51,Matteo,text,0,0.996657,0.00150458,0.998495
我是废物 我用的傻瓜爬虫,2021-11-11 02:10:03,R,text,0,0.999815,8.31705e-05,0.999917
我不会用python爬 sb东西调了半天调不对,2021-11-11 02:10:33,R,text,0,0.998456,0.000694651,0.999305
傻瓜爬虫yyds,2021-11-11 02:10:37,R,text,0,0.996059,0.00177366,0.998226
那个什么八爪鱼,2021-11-11 02:10:45,R,text,0,0.27575,0.325913,0.674088
[强],2021-11-11 02:10:53,R,text,2,0.998789,0.999455,0.000545162
害,2021-11-11 02:11:15,Matteo,text,0,0.999033,0.00043511,0.999565
我感觉我以后要读研也是数据分析方向了,2021-11-11 02:11:41,Matteo,text,2,0.906532,0.95794,0.0420605
慢慢学慢慢混,2021-11-11 02:12:05,R,text,0,0.0825181,0.412867,0.587133
感觉没啥问题,2021-11-11 02:12:37,Matteo,text,2,0.310618,0.689778,0.310222
字数超了一段 大概一百个字,2021-11-11 02:13:00,R,text,2,0.624317,0.830943,0.169057
我今年就跟着老师好好混数据分析了,2021-11-11 02:13:01,Matteo,text,2,0.811878,0.915345,0.0846551
