localId,TalkerId,Type,SubType,IsSender,CreateTime,Status,StrContent,StrTime,Remark,NickName,Sender
1276632,6,1,0,1,1639316227,,大学英语,2021-12-12 08:37:07,R,R,a33386437
1276633,6,1,0,1,1639316230,,哈哈哈哈哈哈哈哈哈哈哈,2021-12-12 08:37:10,R,R,a33386437
1276634,6,1,0,1,1639316232,,哈哈哈哈哈哈哈哈,2021-12-12 08:37:12,R,R,a33386437
1276635,6,1,0,0,1639316237,,后面就还好,2021-12-12 08:37:17,Matteo,Matteo,wxid_bw1xnecir2p22
1276636,6,1,0,1,1639316249,,大学英语,2021-12-12 08:37:29,R,R,a33386437
1276637,6,1,0,0,1639316256,,行了行了,2021-12-12 08:37:36,Matteo,Matteo,wxid_bw1xnecir2p22
1276638,6,1,0,1,1639316274,,不愧是你,2021-12-12 08:37:54,R,R,a33386437
1276639,6,1,0,0,1639316280,,。,2021-12-12 08:38:00,Matteo,Matteo,wxid_bw1xnecir2p22
1276640,6,1,0,0,1639316292,,我也挺无语,2021-12-12 08:38:12,Matteo,Matteo,wxid_bw1xnecir2p22
1276641,6,47,0,1,1639316322,,"<msg><emoji md5=""b780a478cdc0509099cd86388394d560"" type=""2"" len = ""759"" width=""51"" height=""42""></emoji><gameext type=""0"" content=""0"" ></gameext></msg>",2021-12-12 08:38:42,R,R,a33386437
1276642,6,3,0,0,1639575893,,"<?xml version=""1.0""?>
<msg>
	<img aeskey=""1bae19d599f68c4b97e1c5a316bfbe2d"" encryver=""1"" cdnthumbaeskey=""1bae19d599f68c4b97e1c5a316bfbe2d"" cdnthumburl=""3073020100046c306a0201000204d85ec66002033d1200020425283379020461b9f155044531633063323831643838336135353738343665366330393236623762616437395f34623965393832362d386531352d343537642d393739312d3131613265336533383534640204011400010201000400"" cdnthumblength=""2126"" cdnthumbheight=""86"" cdnthumbwidth=""150"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3073020100046c306a0201000204d85ec66002033d1200020425283379020461b9f155044531633063323831643838336135353738343665366330393236623762616437395f34623965393832362d386531352d343537642d393739312d3131613265336533383534640204011400010201000400"" length=""23410"" cdnbigimgurl=""3073020100046c306a0201000204d85ec66002033d1200020425283379020461b9f155044531633063323831643838336135353738343665366330393236623762616437395f34623965393832362d386531352d343537642d393739312d3131613265336533383534640204011400010201000400"" hdlength=""29862"" md5=""cd7158751f110e211e6ad736ae655d33"" />
</msg>",2021-12-15 08:44:53,Matteo,Matteo,wxid_bw1xnecir2p22
1276643,6,1,0,0,1639575909,,麻了,2021-12-15 08:45:09,Matteo,Matteo,wxid_bw1xnecir2p22
1276644,6,1,0,1,1639582159,,什么东西,2021-12-15 10:29:19,R,R,a33386437
1276645,6,1,0,1,1639582180,,让你回想起了往事？,2021-12-15 10:29:40,R,R,a33386437
1276646,6,1,0,0,1639583371,,袁婷微博发的,2021-12-15 10:49:31,Matteo,Matteo,wxid_bw1xnecir2p22
1276647,6,47,0,0,1639583374,,"<msg><emoji fromusername = ""wxid_bw1xnecir2p22"" tousername = ""a33386437"" type=""2"" idbuffer=""media:0_0"" md5=""493fe537d290bd9ce1382856f00b6b02"" len = ""175310"" productid="""" androidmd5=""493fe537d290bd9ce1382856f00b6b02"" androidlen=""175310"" s60v3md5 = ""493fe537d290bd9ce1382856f00b6b02"" s60v3len=""175310"" s60v5md5 = ""493fe537d290bd9ce1382856f00b6b02"" s60v5len=""175310"" cdnurl = ""http://vweixinf.tc.qq.com/110/20401/stodownload?m=493fe537d290bd9ce1382856f00b6b02&amp;filekey=30440201010430302e02016e0402484b04203439336665353337643239306264396365313338323835366630306236623032020302acce040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323230303065313163353239306461306135643430383135303930303030303036653031303034666231&amp;ef=1&amp;bizid=1022"" designerid = """" thumburl = """" encrypturl = ""http://vweixinf.tc.qq.com/110/20402/stodownload?m=05b83afc3b6b60dcfe0113e44e2aa0d5&amp;filekey=30440201010430302e02016e0402484b04203035623833616663336236623630646366653031313365343465326161306435020302acd0040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323330303030306635393239306461306135643430383135303930303030303036653032303034666232&amp;ef=2&amp;bizid=1022"" aeskey= ""b763f047624b4be7a02a9a58acf883bc"" externurl = ""http://vweixinf.tc.qq.com/110/20403/stodownload?m=a37090fd1ff53eae950b0fd95e73ec66&amp;filekey=3043020101042f302d02016e0402484b0420613337303930666431666635336561653935306230666439356537336563363602024720040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323330303031353235303239306461306135643430383135303930303030303036653033303034666233&amp;ef=3&amp;bizid=1022"" externmd5 = ""7d38fd4adbbdb6444c86059fc5a45f1b"" width= ""112"" height= ""112"" tpurl= """" tpauthkey= """" attachedtext= """" attachedtextcolor= """" lensid= """" emojiattr= """" linkid= """" desc= """" ></emoji> </msg>",2021-12-15 10:49:34,Matteo,Matteo,wxid_bw1xnecir2p22
1276648,6,1,0,1,1639583727,,wok666,2021-12-15 10:55:27,R,R,a33386437
1276649,6,1,0,1,1639583736,,我晕了,2021-12-15 10:55:36,R,R,a33386437
1276650,6,1,0,1,1639583739,,难以解读,2021-12-15 10:55:39,R,R,a33386437
1276651,6,47,0,0,1639586035,,"<msg><emoji fromusername = ""wxid_bw1xnecir2p22"" tousername = ""a33386437"" type=""2"" idbuffer=""media:0_0"" md5=""493fe537d290bd9ce1382856f00b6b02"" len = ""175310"" productid="""" androidmd5=""493fe537d290bd9ce1382856f00b6b02"" androidlen=""175310"" s60v3md5 = ""493fe537d290bd9ce1382856f00b6b02"" s60v3len=""175310"" s60v5md5 = ""493fe537d290bd9ce1382856f00b6b02"" s60v5len=""175310"" cdnurl = ""http://vweixinf.tc.qq.com/110/20401/stodownload?m=493fe537d290bd9ce1382856f00b6b02&amp;filekey=30440201010430302e02016e0402484b04203439336665353337643239306264396365313338323835366630306236623032020302acce040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323230303065313163353239306461306135643430383135303930303030303036653031303034666231&amp;ef=1&amp;bizid=1022"" designerid = """" thumburl = """" encrypturl = ""http://vweixinf.tc.qq.com/110/20402/stodownload?m=05b83afc3b6b60dcfe0113e44e2aa0d5&amp;filekey=30440201010430302e02016e0402484b04203035623833616663336236623630646366653031313365343465326161306435020302acd0040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323330303030306635393239306461306135643430383135303930303030303036653032303034666232&amp;ef=2&amp;bizid=1022"" aeskey= ""b763f047624b4be7a02a9a58acf883bc"" externurl = ""http://vweixinf.tc.qq.com/110/20403/stodownload?m=a37090fd1ff53eae950b0fd95e73ec66&amp;filekey=3043020101042f302d02016e0402484b0420613337303930666431666635336561653935306230666439356537336563363602024720040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323330303031353235303239306461306135643430383135303930303030303036653033303034666233&amp;ef=3&amp;bizid=1022"" externmd5 = ""7d38fd4adbbdb6444c86059fc5a45f1b"" width= ""112"" height= ""112"" tpurl= """" tpauthkey= """" attachedtext= """" attachedtextcolor= """" lensid= """" emojiattr= """" linkid= """" desc= """" ></emoji> </msg>",2021-12-15 11:33:55,Matteo,Matteo,wxid_bw1xnecir2p22
1276652,6,1,0,1,1639586336,,你怎么还有她微博啊,2021-12-15 11:38:56,R,R,a33386437
1276653,6,1,0,0,1639586342,,我没有,2021-12-15 11:39:02,Matteo,Matteo,wxid_bw1xnecir2p22
1276654,6,1,0,0,1639586353,,但是能找到就是了,2021-12-15 11:39:13,Matteo,Matteo,wxid_bw1xnecir2p22
1276655,6,47,0,1,1639586371,,"<msg><emoji md5=""8875de76dc971a29fe382113dd486b47"" type=""2"" len = ""18743"" productid=""com.tencent.xin.emoticon.person.stiker_1635104103654d7f9697fd5a8d"" width=""240"" height=""240""></emoji><gameext type=""0"" content=""0"" ></gameext></msg>",2021-12-15 11:39:31,R,R,a33386437
1276656,6,1,0,0,1639586379,,我都不敢关注呜呜呜,2021-12-15 11:39:39,Matteo,Matteo,wxid_bw1xnecir2p22
1276657,6,1,0,0,1639586402,,就关注了她男朋友/女朋友的,2021-12-15 11:40:02,Matteo,Matteo,wxid_bw1xnecir2p22
1276658,6,1,0,0,1639586420,,1的话应该是男朋友吧,2021-12-15 11:40:20,Matteo,Matteo,wxid_bw1xnecir2p22
1276659,6,1,0,1,1639586447,,1的话？,2021-12-15 11:40:47,R,R,a33386437
1276660,6,1,0,0,1639586476,,随便了,2021-12-15 11:41:16,Matteo,Matteo,wxid_bw1xnecir2p22
1276661,6,1,0,0,1639586531,,又酸又嫉妒有气急败坏之后,2021-12-15 11:42:11,Matteo,Matteo,wxid_bw1xnecir2p22
1276662,6,1,0,0,1639586542,,好像也就那样,2021-12-15 11:42:22,Matteo,Matteo,wxid_bw1xnecir2p22
1276663,6,1,0,1,1639586547,,哈哈哈哈哈哈哈草,2021-12-15 11:42:27,R,R,a33386437
1276664,6,1,0,0,1639586631,,反正我就喜欢17年的,2021-12-15 11:43:51,Matteo,Matteo,wxid_bw1xnecir2p22
1276665,6,1,0,0,1639586636,,我理直气壮,2021-12-15 11:43:56,Matteo,Matteo,wxid_bw1xnecir2p22
1276666,6,47,0,1,1639586641,,"<msg><emoji md5=""a345c32d7b56b18a63c78ad9765a745b"" type=""2"" len = ""18587"" productid=""com.tencent.xin.emoticon.person.stiker_1635104103654d7f9697fd5a8d"" width=""240"" height=""240""></emoji><gameext type=""0"" content=""0"" ></gameext></msg>",2021-12-15 11:44:01,R,R,a33386437
1276667,6,1,0,1,1639586660,,挺好的,2021-12-15 11:44:20,R,R,a33386437
1276668,6,1,0,1,1639586668,,我都不知道我喜欢哪一年,2021-12-15 11:44:28,R,R,a33386437
1276669,6,1,0,0,1639586698,,那总会有更喜欢的时候,2021-12-15 11:44:58,Matteo,Matteo,wxid_bw1xnecir2p22
1276670,6,1,0,0,1639586777,,其实她现在怎么样我倒是无所谓,2021-12-15 11:46:17,Matteo,Matteo,wxid_bw1xnecir2p22
1276671,6,1,0,1,1639586780,,会说话喔,2021-12-15 11:46:20,R,R,a33386437
1276672,6,1,0,1,1639586783,,就是好奇？,2021-12-15 11:46:23,R,R,a33386437
1276673,6,1,0,0,1639586785,,就是这满屏的姐姐,2021-12-15 11:46:25,Matteo,Matteo,wxid_bw1xnecir2p22
1276674,6,1,0,1,1639586791,,哈哈哈哈哈哈哈哈草,2021-12-15 11:46:31,R,R,a33386437
1276675,6,1,0,0,1639586792,,让我觉得恶心,2021-12-15 11:46:32,Matteo,Matteo,wxid_bw1xnecir2p22
1276676,6,1,0,1,1639586811,,确实,2021-12-15 11:46:51,R,R,a33386437
1276677,6,1,0,1,1639586823,,恶心回去,2021-12-15 11:47:03,R,R,a33386437
1276678,6,1,0,0,1639586834,,小丑竟是我自己一个人感觉,2021-12-15 11:47:14,Matteo,Matteo,wxid_bw1xnecir2p22
1276679,6,3,0,0,1639586872,,"<?xml version=""1.0""?>
<msg>
	<img aeskey=""b0ef7bdcc286a89f93a502a7e46803b3"" encryver=""0"" cdnthumbaeskey=""b0ef7bdcc286a89f93a502a7e46803b3"" cdnthumburl=""307d0201000471306f0201000204d85ec66002032f55f902040d0260b4020461ba1c38044a617570696d675f373637666233623539666166306566635f313633393538363837323031315f37386332613732332d323231612d343461612d386238392d323734323666356262313637020401190a020201000405004c54a100"" cdnthumblength=""2239"" cdnthumbheight=""80"" cdnthumbwidth=""120"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""307d0201000471306f0201000204d85ec66002032f55f902040d0260b4020461ba1c38044a617570696d675f373637666233623539666166306566635f313633393538363837323031315f37386332613732332d323231612d343461612d386238392d323734323666356262313637020401190a020201000405004c54a100"" length=""1"" md5=""a53321c9477f3c23171d0831550d8ee4"" hevc_mid_size=""8741"" />
</msg>",2021-12-15 11:47:52,Matteo,Matteo,wxid_bw1xnecir2p22
1276680,6,1,0,0,1639586879,,只觉得,2021-12-15 11:47:59,Matteo,Matteo,wxid_bw1xnecir2p22
1276681,6,1,0,0,1639586882,,讽刺,2021-12-15 11:48:02,Matteo,Matteo,wxid_bw1xnecir2p22
1276682,6,1,0,1,1639586967,,她真的这只是一个普通的东西了,2021-12-15 11:49:27,R,R,a33386437
1276683,6,1,0,0,1639587074,,舔狗:我不许你这么说她！呜呜,2021-12-15 11:51:14,Matteo,Matteo,wxid_bw1xnecir2p22
1276684,6,1,0,1,1639587086,,她真的觉得 ,2021-12-15 11:51:26,R,R,a33386437
1276685,6,1,0,1,1639587096,,了欧了两个字,2021-12-15 11:51:36,R,R,a33386437
1276686,6,1,0,1,1639587098,,漏了,2021-12-15 11:51:38,R,R,a33386437
1276687,6,1,0,1,1639587103,,妈的我这打字,2021-12-15 11:51:43,R,R,a33386437
1276688,6,47,0,0,1639587152,,"<msg><emoji fromusername = ""wxid_bw1xnecir2p22"" tousername = ""a33386437"" type=""1"" idbuffer=""media:0_0"" md5=""30000535846739625f7198311de34190"" len = ""23822"" productid="""" androidmd5=""30000535846739625f7198311de34190"" androidlen=""23822"" s60v3md5 = ""30000535846739625f7198311de34190"" s60v3len=""23822"" s60v5md5 = ""30000535846739625f7198311de34190"" s60v5len=""23822"" cdnurl = ""http://vweixinf.tc.qq.com/110/20401/stodownload?m=30000535846739625f7198311de34190&amp;filekey=30440201010430302e02016e04025348042033303030303533353834363733393632356637313938333131646533343139300203065b61040d00000004627466730000000131&amp;hy=SH&amp;storeid=323032303031303131303432333830303030376464653131346664663536356466373531303930303030303036653031303034666231&amp;ef=1&amp;bizid=1022"" designerid = """" thumburl = """" encrypturl = ""http://vweixinf.tc.qq.com/110/20402/stodownload?m=4a6274c3edaf30e190dd1d99a973517b&amp;filekey=30440201010430302e02016e04025348042034613632373463336564616633306531393064643164393961393733353137620203065b70040d00000004627466730000000131&amp;hy=SH&amp;storeid=323032303031303131303432333830303031633764353131346664663536356466373531303930303030303036653032303034666232&amp;ef=2&amp;bizid=1022"" aeskey= ""36ad97db0ebd403baef6532c54272bba"" externurl = ""http://vweixinf.tc.qq.com/110/20403/stodownload?m=f0b87f68ee80701c337162f8bff3b951&amp;filekey=3043020101042f302d02016e040253480420663062383766363865653830373031633333373136326638626666336239353102025d10040d00000004627466730000000131&amp;hy=SH&amp;storeid=323032303031303131303432333830303033323932623131346664663536356466373531303930303030303036653033303034666233&amp;ef=3&amp;bizid=1022"" externmd5 = ""5aaefa5a38622eea67d2dd9d3ff6d557"" width= ""0"" height= ""0"" tpurl= """" tpauthkey= """" attachedtext= """" attachedtextcolor= """" lensid= """" emojiattr= """" linkid= """" desc= """" ></emoji> </msg>",2021-12-15 11:52:32,Matteo,Matteo,wxid_bw1xnecir2p22
1276689,6,1,0,0,1639587213,,似曾相识的感觉哈哈,2021-12-15 11:53:33,Matteo,Matteo,wxid_bw1xnecir2p22
1276690,6,3,0,0,1639587248,,"<?xml version=""1.0""?>
<msg>
	<img aeskey=""559e46e757fc5b0452583cc0e8616178"" encryver=""0"" cdnthumbaeskey=""559e46e757fc5b0452583cc0e8616178"" cdnthumburl=""307d0201000471306f0201000204d85ec66002032f55f902040d0260b4020461ba1daf044a617570696d675f373637666233623539666166306566635f313633393538373234373630335f34313030336565382d626261332d346539622d623838362d646639386264663433626432020401190a020201000405004c54a100"" cdnthumblength=""3900"" cdnthumbheight=""145"" cdnthumbwidth=""69"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""307d0201000471306f0201000204d85ec66002032f55f902040d0260b4020461ba1daf044a617570696d675f373637666233623539666166306566635f313633393538373234373630335f34313030336565382d626261332d346539622d623838362d646639386264663433626432020401190a020201000405004c54a100"" length=""1"" md5=""1bf6a277270659654a2653d3ad4bdddd"" hevc_mid_size=""38824"" />
</msg>",2021-12-15 11:54:08,Matteo,Matteo,wxid_bw1xnecir2p22
1276691,6,1,0,1,1639587266,,wok,2021-12-15 11:54:26,R,R,a33386437
1276692,6,1,0,0,1639587269,,所以我刚才就很想吐,2021-12-15 11:54:29,Matteo,Matteo,wxid_bw1xnecir2p22
1276693,6,1,0,1,1639587270,,我tm都,2021-12-15 11:54:30,R,R,a33386437
1276694,6,1,0,1,1639587274,,想吐,2021-12-15 11:54:34,R,R,a33386437
1276695,6,1,0,1,1639587284,,一身鸡皮疙瘩,2021-12-15 11:54:44,R,R,a33386437
1276696,6,47,0,1,1639587291,,"<msg><emoji md5=""eaa38b09f0e16cf70823bc3e7b15674f"" type=""2"" len = ""16922"" productid=""com.tencent.xin.emoticon.person.stiker_1635104103654d7f9697fd5a8d"" width=""240"" height=""240""></emoji><gameext type=""0"" content=""0"" ></gameext></msg>",2021-12-15 11:54:51,R,R,a33386437
1276697,6,1,0,0,1639587292,,哈哈哈,2021-12-15 11:54:52,Matteo,Matteo,wxid_bw1xnecir2p22
1276698,6,1,0,0,1639587360,,但是晚上没吃饱,2021-12-15 11:56:00,Matteo,Matteo,wxid_bw1xnecir2p22
1276699,6,1,0,0,1639587370,,干呕了一会,2021-12-15 11:56:10,Matteo,Matteo,wxid_bw1xnecir2p22
1276700,6,1,0,0,1639587378,,实在是吐不出来,2021-12-15 11:56:18,Matteo,Matteo,wxid_bw1xnecir2p22
1276701,6,1,0,1,1639587411,,草 我真的好想去评论乱七八糟的东西让她删掉啊,2021-12-15 11:56:51,R,R,a33386437
1276702,6,1,0,0,1639587425,,别了,2021-12-15 11:57:05,Matteo,Matteo,wxid_bw1xnecir2p22
1276703,6,47,0,0,1639587450,,"<msg><emoji fromusername = ""wxid_bw1xnecir2p22"" tousername = ""a33386437"" type=""2"" idbuffer=""media:0_0"" md5=""e688ee01bdbc86e29a1373863fd30582"" len = ""188486"" productid="""" androidmd5=""e688ee01bdbc86e29a1373863fd30582"" androidlen=""188486"" s60v3md5 = ""e688ee01bdbc86e29a1373863fd30582"" s60v3len=""188486"" s60v5md5 = ""e688ee01bdbc86e29a1373863fd30582"" s60v5len=""188486"" cdnurl = ""http://vweixinf.tc.qq.com/110/20401/stodownload?m=e688ee01bdbc86e29a1373863fd30582&amp;filekey=30440201010430302e02016e0402535a04206536383865653031626462633836653239613133373338363366643330353832020302e046040d00000004627466730000000131&amp;hy=SZ&amp;storeid=323032303033313932303432353730303032383731323133643165356630316165663566303930303030303036653031303034666231&amp;ef=1&amp;bizid=1022"" designerid = """" thumburl = """" encrypturl = ""http://vweixinf.tc.qq.com/110/20402/stodownload?m=dd90cf44f9820fa861ff460c5f18425b&amp;filekey=30440201010430302e02016e0402535a04206464393063663434663938323066613836316666343630633566313834323562020302e050040d00000004627466730000000131&amp;hy=SZ&amp;storeid=323032303033313932303432353730303034303862613133643165356630316165663566303930303030303036653032303034666232&amp;ef=2&amp;bizid=1022"" aeskey= ""a7f521a1bb2046bda60f521814483673"" externurl = ""http://vweixinf.tc.qq.com/110/20403/stodownload?m=4a3bbb2f00717d845675902c8a997056&amp;filekey=3043020101042f302d02016e0402535a0420346133626262326630303731376438343536373539303263386139393730353602027b10040d00000004627466730000000131&amp;hy=SZ&amp;storeid=323032303033313932303432353730303035373837353133643165356630316165663566303930303030303036653033303034666233&amp;ef=3&amp;bizid=1022"" externmd5 = ""c8012bdf1d839e182573efe684664f93"" width= ""261"" height= ""261"" tpurl= """" tpauthkey= """" attachedtext= """" attachedtextcolor= """" lensid= """" emojiattr= ""ChvmiJHopoHlgZrlp5Dlp5DnmoToiJTni5fllpQ="" linkid= """" desc= """" ></emoji> </msg>",2021-12-15 11:57:30,Matteo,Matteo,wxid_bw1xnecir2p22
1276704,6,1,0,0,1639587491,,好歹她还能每年给我发条生日快乐,2021-12-15 11:58:11,Matteo,Matteo,wxid_bw1xnecir2p22
1276705,6,1,0,1,1639587494,,tmd,2021-12-15 11:58:14,R,R,a33386437
1276706,6,1,0,1,1639587502,,给你两拳,2021-12-15 11:58:22,R,R,a33386437
1276707,6,1,0,0,1639587520,,今年除了我妈就她发了,2021-12-15 11:58:40,Matteo,Matteo,wxid_bw1xnecir2p22
1276708,6,1,0,1,1639587528,,真想给你两拳[拳头],2021-12-15 11:58:48,R,R,a33386437
1276709,6,1,0,1,1639587533,,你生日哪天,2021-12-15 11:58:53,R,R,a33386437
1276710,6,1,0,0,1639587535,,呜呜,2021-12-15 11:58:55,Matteo,Matteo,wxid_bw1xnecir2p22
1276711,6,1,0,0,1639587541,,1025,2021-12-15 11:59:01,Matteo,Matteo,wxid_bw1xnecir2p22
1276712,6,1,0,1,1639587542,,我找一百个网络诈骗给你打电话,2021-12-15 11:59:02,R,R,a33386437
1276713,6,1,0,0,1639587575,,那我可能得被骗100次,2021-12-15 11:59:35,Matteo,Matteo,wxid_bw1xnecir2p22
1276714,6,1,0,1,1639587581,,[强],2021-12-15 11:59:41,R,R,a33386437
1276715,6,1,0,1,1639587611,,视频裸聊就是诈骗,2021-12-15 12:00:11,R,R,a33386437
1276716,6,47,0,0,1639587627,,"<msg><emoji fromusername = ""wxid_bw1xnecir2p22"" tousername = ""a33386437"" type=""2"" idbuffer=""media:0_0"" md5=""493fe537d290bd9ce1382856f00b6b02"" len = ""175310"" productid="""" androidmd5=""493fe537d290bd9ce1382856f00b6b02"" androidlen=""175310"" s60v3md5 = ""493fe537d290bd9ce1382856f00b6b02"" s60v3len=""175310"" s60v5md5 = ""493fe537d290bd9ce1382856f00b6b02"" s60v5len=""175310"" cdnurl = ""http://vweixinf.tc.qq.com/110/20401/stodownload?m=493fe537d290bd9ce1382856f00b6b02&amp;filekey=30440201010430302e02016e0402484b04203439336665353337643239306264396365313338323835366630306236623032020302acce040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323230303065313163353239306461306135643430383135303930303030303036653031303034666231&amp;ef=1&amp;bizid=1022"" designerid = """" thumburl = """" encrypturl = ""http://vweixinf.tc.qq.com/110/20402/stodownload?m=05b83afc3b6b60dcfe0113e44e2aa0d5&amp;filekey=30440201010430302e02016e0402484b04203035623833616663336236623630646366653031313365343465326161306435020302acd0040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323330303030306635393239306461306135643430383135303930303030303036653032303034666232&amp;ef=2&amp;bizid=1022"" aeskey= ""b763f047624b4be7a02a9a58acf883bc"" externurl = ""http://vweixinf.tc.qq.com/110/20403/stodownload?m=a37090fd1ff53eae950b0fd95e73ec66&amp;filekey=3043020101042f302d02016e0402484b0420613337303930666431666635336561653935306230666439356537336563363602024720040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323330303031353235303239306461306135643430383135303930303030303036653033303034666233&amp;ef=3&amp;bizid=1022"" externmd5 = ""7d38fd4adbbdb6444c86059fc5a45f1b"" width= ""112"" height= ""112"" tpurl= """" tpauthkey= """" attachedtext= """" attachedtextcolor= """" lensid= """" emojiattr= """" linkid= """" desc= """" ></emoji> </msg>",2021-12-15 12:00:27,Matteo,Matteo,wxid_bw1xnecir2p22
1276717,6,1,0,0,1639587717,,后面抽了几根烟之后,2021-12-15 12:01:57,Matteo,Matteo,wxid_bw1xnecir2p22
1276718,6,1,0,0,1639587784,,就感叹道原来没有人是真的什么都不懂的,2021-12-15 12:03:04,Matteo,Matteo,wxid_bw1xnecir2p22
1276719,6,1,0,0,1639587796,,装不懂罢了,2021-12-15 12:03:16,Matteo,Matteo,wxid_bw1xnecir2p22
1276720,6,1,0,1,1639587876,,tmd 为什么你可以想她那么久啊,2021-12-15 12:04:36,R,R,a33386437
1276721,6,1,0,0,1639587894,,因为现在是晚上,2021-12-15 12:04:54,Matteo,Matteo,wxid_bw1xnecir2p22
1276722,6,1,0,1,1639587902,,笑死,2021-12-15 12:05:02,R,R,a33386437
1276723,6,1,0,1,1639587909,,哈哈哈哈哈哈哈,2021-12-15 12:05:09,R,R,a33386437
1276724,6,1,0,0,1639587910,,白天谁想她啊,2021-12-15 12:05:10,Matteo,Matteo,wxid_bw1xnecir2p22
1276725,6,1,0,1,1639587912,,草,2021-12-15 12:05:12,R,R,a33386437
1276726,6,1,0,1,1639587914,,好真实啊,2021-12-15 12:05:14,R,R,a33386437
1276727,6,1,0,1,1639587928,,开e了,2021-12-15 12:05:28,R,R,a33386437
1276728,6,1,0,1,1639588020,,白天玩累点 晚上就想睡觉了,2021-12-15 12:07:00,R,R,a33386437
1276729,6,1,0,0,1639588085,,在偷偷看那个学姐微博,2021-12-15 12:08:05,Matteo,Matteo,wxid_bw1xnecir2p22
1276730,6,47,0,0,1639588089,,"<msg><emoji fromusername = ""wxid_bw1xnecir2p22"" tousername = ""a33386437"" type=""2"" idbuffer=""media:0_0"" md5=""493fe537d290bd9ce1382856f00b6b02"" len = ""175310"" productid="""" androidmd5=""493fe537d290bd9ce1382856f00b6b02"" androidlen=""175310"" s60v3md5 = ""493fe537d290bd9ce1382856f00b6b02"" s60v3len=""175310"" s60v5md5 = ""493fe537d290bd9ce1382856f00b6b02"" s60v5len=""175310"" cdnurl = ""http://vweixinf.tc.qq.com/110/20401/stodownload?m=493fe537d290bd9ce1382856f00b6b02&amp;filekey=30440201010430302e02016e0402484b04203439336665353337643239306264396365313338323835366630306236623032020302acce040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323230303065313163353239306461306135643430383135303930303030303036653031303034666231&amp;ef=1&amp;bizid=1022"" designerid = """" thumburl = """" encrypturl = ""http://vweixinf.tc.qq.com/110/20402/stodownload?m=05b83afc3b6b60dcfe0113e44e2aa0d5&amp;filekey=30440201010430302e02016e0402484b04203035623833616663336236623630646366653031313365343465326161306435020302acd0040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323330303030306635393239306461306135643430383135303930303030303036653032303034666232&amp;ef=2&amp;bizid=1022"" aeskey= ""b763f047624b4be7a02a9a58acf883bc"" externurl = ""http://vweixinf.tc.qq.com/110/20403/stodownload?m=a37090fd1ff53eae950b0fd95e73ec66&amp;filekey=3043020101042f302d02016e0402484b0420613337303930666431666635336561653935306230666439356537336563363602024720040d00000004627466730000000131&amp;hy=HK&amp;storeid=323032303038323132323434323330303031353235303239306461306135643430383135303930303030303036653033303034666233&amp;ef=3&amp;bizid=1022"" externmd5 = ""7d38fd4adbbdb6444c86059fc5a45f1b"" width= ""112"" height= ""112"" tpurl= """" tpauthkey= """" attachedtext= """" attachedtextcolor= """" lensid= """" emojiattr= """" linkid= """" desc= """" ></emoji> </msg>",2021-12-15 12:08:09,Matteo,Matteo,wxid_bw1xnecir2p22
1276731,6,1,0,0,1639588226,,没什么好看的,2021-12-15 12:10:26,Matteo,Matteo,wxid_bw1xnecir2p22
1276732,6,1,0,0,1639588245,,中性风吧,2021-12-15 12:10:45,Matteo,Matteo,wxid_bw1xnecir2p22
1276733,6,1,0,1,1639589748,,1的话也叫女朋友吧,2021-12-15 12:35:48,R,R,a33386437
1276734,6,1,0,0,1639589765,,我不知道,2021-12-15 12:36:05,Matteo,Matteo,wxid_bw1xnecir2p22
1276735,6,1,0,1,1639589767,,害 你喜欢的可不是姐姐 是妹妹,2021-12-15 12:36:07,R,R,a33386437
1276736,6,1,0,1,1639589769,,[旺柴],2021-12-15 12:36:09,R,R,a33386437
1276737,6,1,0,0,1639589775,,不,2021-12-15 12:36:15,Matteo,Matteo,wxid_bw1xnecir2p22
1276738,6,1,0,0,1639589784,,我就喜欢姐姐,2021-12-15 12:36:24,Matteo,Matteo,wxid_bw1xnecir2p22
